Contrato;Modalidade;Status;Placa;Reserva;Grupo Reserva;Grupo Retirada;Canal Venda;Retirada;Loja RET;Devolução;Loja DEV;Diárias;Total do Período;Upgrade/Upsell;Região Retirada;Região Devolução
20011000;Eventual;Aberto;EAF4C91;MV1K5Y5C09BR;FY;HX;Portal Empresa;09/02/2023 14:24;RIO DE JANEIRO-SANTOS DUMONT AERO/MARINA GLORIA;08/03/2023 17:24;JUIZ DE FORA CENTRO;27.0;3.457,88;Upgrade;RAC_RJ_CAPITAL;RAC_ES_RJ_INTERIOR
20012910;Eventual;Aberto;RTW2E49;MV4H58OXL86BR;F;HX;Portal Empresa;09/02/2023 18:21;"Filial ID
IPTA    IPATINGA AEROPORTO
IPTA    IPATINGA AEROPORTO
IPTA    IPATINGA AEROPORTO
Name: Loja, dtype: object";06/03/2023 18:21;"Filial ID
IPTA    IPATINGA AEROPORTO
IPTA    IPATINGA AEROPORTO
IPTA    IPATINGA AEROPORTO
Name: Loja, dtype: object";25.0;3.214,12;Upgrade;"Filial ID
IPTA    RAC_MG
IPTA       NaN
IPTA    RAC_MG
Name: Região, dtype: object";"Filial ID
IPTA    RAC_MG
IPTA       NaN
IPTA    RAC_MG
Name: Região, dtype: object"
20111006;Eventual;Aberto;ENN5C93;MV1KFHHX2OBR;B;D;Portal Empresa;22/02/2023 12:10;SÃO PAULO - BARRA FUNDA;20/03/2023 12:10;SÃO PAULO - BARRA FUNDA;26.0;3.068,08;UpSell;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20120105;Eventual;Aberto;GHG5C71;MV1NSJ4OW6BR;FX;FX;Mobile;23/02/2023 13:00;SOROCABA CAMPOLIM;22/03/2023 12:00;SOROCABA CAMPOLIM;27.0;7.611,53;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20136026;Eventual;Aberto;RTO6B24;MV1UFT3CNABR;BS;H;Mobile;25/02/2023 12:10;BELO HORIZONTE PAMPULHA ANTONIO CARLOS;16/03/2023 15:00;BELO HORIZONTE PAMPULHA ANTONIO CARLOS;19.0;2.158,62;Upgrade;RAC_MG;RAC_MG
20144591;Eventual;Aberto;RUR3J70;MV1RE7BKNBBR;AX;L;Loja - Walk in;27/02/2023 08:12;CONTAGEM;25/03/2023 08:12;CONTAGEM;26.0;5.105,34;Upgrade;RAC_MG;RAC_MG
20145279;Eventual;Aberto;GEW1A93;MV1OGDT16IBR;D;XE;Parcerias;27/02/2023 09:00;SANTOS AFFONSO PENNA;26/03/2023 09:00;SANTOS AFFONSO PENNA;27.0;5.552,38;Upgrade;RAC_SP_ZL_ABC_VP;RAC_SP_ZL_ABC_VP
20147688;Eventual;Aberto;EKS2G83;MV1MT9COQ4BR;SY;SX;Portal Agência;27/02/2023 10:20;MANAUS AEROPORTO;24/03/2023 10:20;MANAUS AEROPORTO;25.0;6.051,36;Upgrade;RAC_NORTE;RAC_NORTE
20149121;Eventual;Aberto;RTT8B91;MV1KQWCYGKBR;BS;FX;Portal Agência;27/02/2023 13:20;RECIFE AEROPORTO;26/03/2023 10:00;RECIFE AEROPORTO;27.0;2.816,25;Upgrade;RAC_NORDESTE;RAC_NORDESTE
20153458;Eventual;Aberto;RTX4C91;MV2250ON44BR;H;HX;Parcerias;28/02/2023 11:43;JUIZ DE FORA CENTRO;27/03/2023 11:43;JUIZ DE FORA CENTRO;27.0;6.206,46;Upgrade;RAC_ES_RJ_INTERIOR;RAC_ES_RJ_INTERIOR
20153599;Eventual;Aberto;RKB7B42;MV1UFT0RMOBR;H;HX;WebServices (XML);28/02/2023 11:50;BELO HORIZONTE PAMPULHA ANTONIO CARLOS;27/03/2023 12:00;BELO HORIZONTE PAMPULHA ANTONIO CARLOS;27.0;3.116,23;Upgrade;RAC_MG;RAC_MG
20155205;Eventual;Aberto;RJD7D77;MV1NH4BWU0BR;B;HX;Mobile;28/02/2023 10:00;PARAUAPEBAS CENTRO;27/03/2023 13:00;PARAUAPEBAS CENTRO;27.0;6.402,48;UpSell;RAC_NORTE;RAC_NORTE
20155813;Eventual;Aberto;GDB6C46;MV1SSOX2MRBR;G;H;WebServices (XML);28/02/2023 10:42;"Filial ID
JDO    JUAZEIRO DO NORTE AEROPORTO
JDO    JUAZEIRO DO NORTE AEROPORTO
JDO    JUAZEIRO DO NORTE AEROPORTO
Name: Loja, dtype: object";24/03/2023 18:00;"Filial ID
JDO    JUAZEIRO DO NORTE AEROPORTO
JDO    JUAZEIRO DO NORTE AEROPORTO
JDO    JUAZEIRO DO NORTE AEROPORTO
Name: Loja, dtype: object";25.0;4.920,72;Upgrade;"Filial ID
JDO    RAC_NORDESTE
JDO             NaN
JDO    RAC_NORDESTE
Name: Região, dtype: object";"Filial ID
JDO    RAC_NORDESTE
JDO             NaN
JDO    RAC_NORDESTE
Name: Região, dtype: object"
20156853;Eventual;Aberto;GHR8F53;MV2MBDPB6RBR;AX;HX;Parcerias;28/02/2023 12:20;SÃO PAULO - NAÇÕES UNIDAS;27/03/2023 15:20;SÃO PAULO - NAÇÕES UNIDAS;27.0;5.638,11;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20156902;Eventual;Aberto;GJX4B17;MV4H1FFDLIJBR;G;HX;Loja - Walk in;26/02/2023 12:01;RIO DE JANEIRO - CAMPO GRANDE;25/03/2023 15:01;RIO DE JANEIRO - CAMPO GRANDE;27.0;5.159,85;UpSell;RAC_RJ_CAPITAL;RAC_RJ_CAPITAL
20157007;Eventual;Aberto;RIU7C23;MV2499JXSPBR;H;HX;WebServices (XML);01/03/2023 10:54;"Filial ID
POA    PORTO ALEGRE AEROPORTO
POA    PORTO ALEGRE AEROPORTO
Name: Loja, dtype: object";27/03/2023 10:00;"Filial ID
POA    PORTO ALEGRE AEROPORTO
POA    PORTO ALEGRE AEROPORTO
Name: Loja, dtype: object";26.0;4.018,56;UpSell;"Filial ID
POA    RAC_SUL_RS_SC
POA    RAC_SUL_RS_SC
Name: Região, dtype: object";"Filial ID
POA    RAC_SUL_RS_SC
POA    RAC_SUL_RS_SC
Name: Região, dtype: object"
20157294;Eventual;Aberto;RUC3J49;MV2YNKPYI1BR;H;QX;Parcerias;28/02/2023 13:30;SÃO PAULO - SHOPPING TUCURUVI;27/03/2023 13:30;SÃO PAULO - AVENIDA ARICANDUVA;27.0;2.978,34;Upgrade;RAC_SP_CAPITAL;RAC_SP_ZL_ABC_VP
20159824;Eventual;Aberto;EKJ0D95;MV23A03A0NBR;AX;HW;Loja - Walk in;27/02/2023 18:43;UBERLÂNDIA AEROPORTO;26/03/2023 18:00;UBERLÂNDIA AEROPORTO;27.0;4.392,06;UpSell;RAC_MG;RAC_MG
20160707;Eventual;Aberto;RTM3I72;MV1JLWYJBMBR;BX;D;Call Center;28/02/2023 22:59;SÃO PAULO - CONGONHAS AEROPORTO;27/03/2023 22:59;SÃO PAULO - CONGONHAS AEROPORTO;27.0;3.816,59;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20160794;Eventual;Aberto;RTT8A52;MV24KOG8SQBR;BX;FX;Loja - Walk in;28/02/2023 23:59;VITÓRIA AEROPORTO;27/03/2023 23:30;VITÓRIA AEROPORTO;27.0;3.000,11;Upgrade;RAC_ES_RJ_INTERIOR;RAC_ES_RJ_INTERIOR
20166412;Eventual;Aberto;RTI2D23;MV1PR34XGEBR;L;LX;Mobile;01/03/2023 17:10;BETIM;26/03/2023 12:00;BETIM;25.0;5.308,52;Upgrade;RAC_MG;RAC_MG
20166992;Eventual;Aberto;GGC9E25;MV1TCQCHP5BR;FX;HX;Portal Agência;01/03/2023 18:12;FORTALEZA CENTRO;05/03/2023 17:00;FORTALEZA AEROPORTO;4.0;1.076,64;Upgrade;RAC_NORDESTE;RAC_NORDESTE
20172141;Eventual;Aberto;RTL4F96;MV1LGNP9MMBR;B;D;Portal Empresa;02/03/2023 14:00;GOIÂNIA AEROPORTO;24/03/2023 14:00;GOIÂNIA AEROPORTO;22.0;2.747,80;Upgrade;RAC_CO;RAC_CO
20172838;Eventual;Aberto;GFO6F73;MV1NH4CROABR;HX;HW;Parcerias;02/03/2023 15:30;PARAUAPEBAS CENTRO;27/03/2023 18:00;PARAUAPEBAS CENTRO;25.0;3.940,05;Upgrade;RAC_NORTE;RAC_NORTE
20181712;Eventual;Aberto;RVF4G05;MV1NH4D6SIBR;BS;L;Loja - Walk in;03/03/2023 16:14;PARAUAPEBAS CENTRO;27/03/2023 18:00;PARAUAPEBAS CENTRO;24.0;4.584,61;UpSell;RAC_NORTE;RAC_NORTE
20184638;Eventual;Aberto;RNF2A86;MV1QB4L1JGBR;FY;HW;Mobile;03/03/2023 20:01;BOA VISTA AEROPORTO;15/03/2023 23:00;BOA VISTA AEROPORTO;12.0;2.112,41;Upgrade;RAC_NORTE;RAC_NORTE
20190401;Eventual;Aberto;RKK6I51;MV1OGDUDWABR;G;HX;Mobile;04/03/2023 13:15;SANTOS AFFONSO PENNA;27/03/2023 13:15;SANTOS AFFONSO PENNA;23.0;5.715,70;Upgrade;RAC_SP_ZL_ABC_VP;RAC_SP_ZL_ABC_VP
20190852;Eventual;Aberto;GFH2I17;MV1K09H7N0BR;B;FX;Call Center;04/03/2023 14:10;FORTALEZA AEROPORTO;19/03/2023 10:30;FORTALEZA AEROPORTO;15.0;2.085,00;Upgrade;RAC_NORDESTE;RAC_NORDESTE
20191121;Eventual;Aberto;RNX6G50;MV1MNJRYSTBR;HX;HY;WebServices (XML);04/03/2023 14:35;TERESINA AEROPORTO;27/03/2023 17:35;TERESINA AEROPORTO;23.0;4.285,55;Upgrade;RAC_NORTE;RAC_NORTE
20193470;Eventual;Aberto;RUQ7F07;MV1JNTJN9VBR;FX;H;Link Colaborador;05/03/2023 07:19;SÃO PAULO - GUARULHOS AEROPORTO;26/03/2023 11:00;SÃO PAULO - GUARULHOS AEROPORTO;21.0;4.692,29;Upgrade;RAC_SP_ZL_ABC_VP;RAC_SP_ZL_ABC_VP
20196551;Eventual;Aberto;RUZ4A30;MV1MFX8R05BR;F;SX;Mobile;05/03/2023 18:20;BELÉM AEROPORTO;27/03/2023 18:20;BELÉM AEROPORTO;22.0;9.984,70;Upgrade;RAC_NORTE;RAC_NORTE
20197148;Eventual;Aberto;RTT8C73;MV1SQSCQCEBR;BX;FX;Mobile;05/03/2023 20:30;SÃO PAULO - RODOVIÁRIA TIETÊ;23/03/2023 20:00;SÃO PAULO - CONSOLAÇÃO;18.0;2.918,76;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20199618;Eventual;Aberto;ESR9H15;MV2D2P5LTLBR;B;HX;Portal Agência;06/03/2023 09:15;BARUERI ALPHAVILLE - TAMBORE;25/03/2023 17:00;BARUERI ALPHAVILLE - TAMBORE;20.0;1.759,97;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20200065;Eventual;Aberto;GJW6I72;MV1MT9OUWDBR;FX;H;Portal Empresa;06/03/2023 08:50;MANAUS AEROPORTO;27/03/2023 15:00;MANAUS AEROPORTO;21.0;2.896,22;Upgrade;RAC_NORTE;RAC_NORTE
20201166;Eventual;Aberto;RTV9B76;MV1Q97Y7VDBR;HX;SS;Loja - Walk in;06/03/2023 10:35;RIO VERDE;22/03/2023 10:00;RIO VERDE;16.0;5.070,86;UpSell;RAC_CO;RAC_CO
20201882;Eventual;Aberto;RTT1J73;MV28C2KP53BR;BS;HY;Portal Empresa;06/03/2023 11:16;SÃO PAULO - SHOPPING DeD - BROOKLIN;27/03/2023 17:00;SÃO PAULO - SHOPPING DeD - BROOKLIN;21.0;4.615,20;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20203108;Eventual;Aberto;CKU3I16;MV1K09GKLUBR;D;FX;Portal Agência;06/03/2023 13:00;FORTALEZA AEROPORTO;24/03/2023 12:00;FORTALEZA AEROPORTO;18.0;2.205,71;Upgrade;RAC_NORDESTE;RAC_NORDESTE
20203930;Eventual;Aberto;RUR5A96;MV1TVRRK3FBR;AX;HW;Parcerias;06/03/2023 14:30;BELO HORIZONTE BARÃO HOMEM DE MELO;27/03/2023 10:00;BELO HORIZONTE BARÃO HOMEM DE MELO;21.0;5.080,24;Upgrade;RAC_MG;RAC_MG
20205278;Eventual;Aberto;RUH7I34;MV1TRYHWC1BR;AX;D;Loja - Walk in;06/03/2023 16:30;PIRACICABA;27/03/2023 19:00;PIRACICABA;21.0;3.669,31;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20206747;Eventual;Aberto;RUY9J21;MV1JI4QK58BR;FX;FY;Mobile;06/03/2023 18:48;SALVADOR AEROPORTO;27/03/2023 18:48;SALVADOR AEROPORTO;21.0;5.119,83;Upgrade;RAC_BA_SE_AL;RAC_BA_SE_AL
20207543;Eventual;Aberto;RFH4I05;MV1MT9PNT7BR;B;FX;Portal Empresa;06/03/2023 20:35;MANAUS AEROPORTO;25/03/2023 11:00;MANAUS CENTRO;19.0;1.629,44;Upgrade;RAC_NORTE;RAC_NORTE
20207578;Eventual;Aberto;RXL0H73;MV24KOHN76BR;AX;FX;Parcerias;06/03/2023 21:30;VITÓRIA AEROPORTO;27/03/2023 21:30;VITÓRIA AEROPORTO;21.0;1.653,93;Upgrade;RAC_ES_RJ_INTERIOR;RAC_ES_RJ_INTERIOR
20207625;Eventual;Aberto;GFO9D74;MV1SQSD2RWBR;BX;H;Call Center;06/03/2023 21:45;SÃO PAULO - RODOVIÁRIA TIETÊ;27/03/2023 22:00;SÃO PAULO - RODOVIÁRIA TIETÊ;21.0;1.905,83;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20207664;Eventual;Aberto;RKP7E88;MV1SQSD2CLBR;BX;G;Parcerias;06/03/2023 21:55;SÃO PAULO - RODOVIÁRIA TIETÊ;27/03/2023 22:00;SÃO PAULO - RODOVIÁRIA TIETÊ;21.0;2.117,51;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20207829;Eventual;Aberto;RTP0A24;MV1JTJK0D8BR;D;H;Website Movida;06/03/2023 22:52;BELO HORIZONTE AEROPORTO CONFINS;27/03/2023 16:00;BELO HORIZONTE LOURDES BIAS FORTES;21.0;2.740,20;Upgrade;RAC_MG;RAC_MG
20207952;Eventual;Aberto;RUB6F24;MV1TO68B19BR;HW;HY;Parcerias;07/03/2023 00:00;SÃO PAULO - JUSCELINO KUBITSCHEK;27/03/2023 23:59;SÃO PAULO - JUSCELINO KUBITSCHEK;21.0;4.033,44;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20208508;Eventual;Aberto;FXV9F74;MV1NJ113F2BR;F;FX;Call Center;07/03/2023 07:27;CAMPINAS MORAES SALES;27/03/2023 07:27;CAMPINAS MORAES SALES;20.0;2.770,70;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20208801;Eventual;Aberto;RKJ7C41;MV1JNTNPYABR;F;G;WebServices (XML);07/03/2023 08:10;SÃO PAULO - GUARULHOS AEROPORTO;27/03/2023 22:00;SÃO PAULO - GUARULHOS AEROPORTO;21.0;1.621,62;Upgrade;RAC_SP_ZL_ABC_VP;RAC_SP_ZL_ABC_VP
20211285;Eventual;Aberto;RTL5A40;MV1SSOHKXSBR;D;H;WebServices (XML);07/03/2023 12:03;"Filial ID
JDO    JUAZEIRO DO NORTE AEROPORTO
JDO    JUAZEIRO DO NORTE AEROPORTO
JDO    JUAZEIRO DO NORTE AEROPORTO
Name: Loja, dtype: object";27/03/2023 15:00;"Filial ID
JDO    JUAZEIRO DO NORTE AEROPORTO
JDO    JUAZEIRO DO NORTE AEROPORTO
JDO    JUAZEIRO DO NORTE AEROPORTO
Name: Loja, dtype: object";20.0;2.462,60;Upgrade;"Filial ID
JDO    RAC_NORDESTE
JDO             NaN
JDO    RAC_NORDESTE
Name: Região, dtype: object";"Filial ID
JDO    RAC_NORDESTE
JDO             NaN
JDO    RAC_NORDESTE
Name: Região, dtype: object"
20215626;Eventual;Aberto;RTW7I68;MV1QB4M8KABR;BX;HX;Loja - Walk in;08/03/2023 23:39;BOA VISTA AEROPORTO;17/03/2023 23:39;BOA VISTA AEROPORTO;9.0;1.229,41;Upgrade;RAC_NORTE;RAC_NORTE
20216633;Eventual;Aberto;RVH0I45;MV1MFX9K09BR;F;SY;Website Movida;08/03/2023 08:40;BELÉM AEROPORTO;27/03/2023 08:40;BELÉM AEROPORTO;19.0;8.062,89;Upgrade;RAC_NORTE;RAC_NORTE
20218583;Eventual;Aberto;RTW7H98;MV1K7V2TRABR;HX;QX;Mobile;08/03/2023 11:43;BELO HORIZONTE LOURDES BIAS FORTES;20/03/2023 11:43;BELO HORIZONTE LOURDES BIAS FORTES;12.0;3.370,62;Upgrade;RAC_MG;RAC_MG
20219054;Eventual;Aberto;RTM1D45;MV1JVG8OCLBR;F;H;Loja - Walk in;08/03/2023 12:40;RIO DE JANEIRO - GALEÃO AEROPORTO;27/03/2023 18:00;RIO DE JANEIRO-SANTOS DUMONT AERO/MARINA GLORIA;19.0;2.620,16;Upgrade;RAC_ES_RJ_INTERIOR;RAC_RJ_CAPITAL
20219478;Eventual;Aberto;RUE4G02;MV1JLWY0Y0BR;FY;H;Call Center;08/03/2023 16:00;SÃO PAULO - CONGONHAS AEROPORTO;27/03/2023 19:00;SÃO PAULO - CONGONHAS AEROPORTO;19.0;4.275,77;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20221215;Eventual;Aberto;RUB6E44;MV1SN03I7XBR;HX;SX;Loja - Walk in;08/03/2023 17:34;MARABÁ AEROPORTO EXTERNO;22/03/2023 17:00;MARABÁ AEROPORTO EXTERNO;14.0;4.298,99;Upgrade;RAC_NORTE;RAC_NORTE
20224183;Eventual;Aberto;RTU4I79;MV1KWMDS1YBR;B;D;Portal Empresa;09/03/2023 09:45;BRASILIA AEROPORTO;24/03/2023 11:00;BRASILIA AEROPORTO;15.0;1.714,95;Upgrade;RAC_CO;RAC_CO
20224552;Eventual;Aberto;FEJ2I52;MV1VSF62UCBR;B;D;Parcerias;09/03/2023 10:14;PELOTAS;27/03/2023 10:14;PELOTAS;18.0;2.759,23;Upgrade;RAC_SUL_RS_SC;RAC_SUL_RS_SC
20226501;Eventual;Aberto;GHK1D27;MV1RE7ERCYBR;F;HX;Parcerias;09/03/2023 14:25;CONTAGEM;24/03/2023 14:25;CONTAGEM;15.0;2.187,14;Upgrade;RAC_MG;RAC_MG
20228382;Eventual;Aberto;RUI4F36;MV1MNJTJ34BR;AX;HX;Portal Empresa;09/03/2023 18:23;TERESINA AEROPORTO;27/03/2023 18:23;TERESINA AEROPORTO;18.0;2.124,06;Upgrade;RAC_NORTE;RAC_NORTE
20229224;Eventual;Aberto;RIZ6F70;MV1SQSE3QXBR;B;G;Mobile;09/03/2023 21:35;SÃO PAULO - RODOVIÁRIA TIETÊ;27/03/2023 21:35;SÃO PAULO - RODOVIÁRIA TIETÊ;18.0;2.097,09;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20229357;Eventual;Aberto;RIQ7C63;MV1JVFYS71BR;FX;HX;WebServices (XML);09/03/2023 22:05;RIO DE JANEIRO - GALEÃO AEROPORTO;27/03/2023 22:05;RESENDE;18.0;4.276,07;Upgrade;RAC_ES_RJ_INTERIOR;RAC_ES_RJ_INTERIOR
20230997;Eventual;Aberto;RUC7I76;MV1QQCPV62BR;MR;MR;Mobile;10/03/2023 08:43;POUSO ALEGRE;27/03/2023 08:00;RIO DE JANEIRO - GALEÃO AEROPORTO;17.0;10.597,16;UpSell;RAC_MG;RAC_ES_RJ_INTERIOR
20231965;Eventual;Aberto;RTK6C39;MV1QXYB9AOBR;B;D;Portal Empresa;10/03/2023 09:16;MANAUS CENTRO;25/03/2023 10:20;MANAUS CENTRO;15.0;1.854,05;UpSell;RAC_NORTE;RAC_NORTE
20232645;Eventual;Aberto;RTX0J10;MV1JNTN6X4BR;G;G;Website Movida;10/03/2023 11:20;SÃO PAULO - GUARULHOS AEROPORTO;27/03/2023 18:30;SÃO PAULO - GUARULHOS AEROPORTO;18.0;4.601,54;UpSell;RAC_SP_ZL_ABC_VP;RAC_SP_ZL_ABC_VP
20235374;Eventual;Aberto;RTN5F91;MV1MC4A7OVBR;SY;SX;SABRE;10/03/2023 14:38;CUIABA AEROPORTO;27/03/2023 18:00;CUIABA AEROPORTO;17.0;5.771,31;Upgrade;RAC_CO;RAC_CO
20236951;Eventual;Aberto;RTR3C69;MV1KWMEBVDBR;HX;HY;Loja - Walk in;10/03/2023 18:15;BRASILIA AEROPORTO;27/03/2023 18:30;BRASILIA AEROPORTO;17.0;6.626,55;Upgrade;RAC_CO;RAC_CO
20238352;Eventual;Aberto;RUE1C71;MV1JTJLI44BR;H;QX;Portal Empresa;10/03/2023 20:59;BELO HORIZONTE AEROPORTO CONFINS;22/03/2023 23:59;BELO HORIZONTE AEROPORTO CONFINS;12.0;3.145,87;UpSell;RAC_MG;RAC_MG
20238556;Eventual;Aberto;EIM9E62;MV1S05GCUKBR;B;D;Call Center;10/03/2023 21:45;NAVEGANTES AEROPORTO;24/03/2023 21:00;NAVEGANTES AEROPORTO;14.0;1.671,49;Upgrade;RAC_SUL_PR_SC;RAC_SUL_PR_SC
20239313;Eventual;Aberto;GGC6H41;MV1JK0V6V9BR;D;H;WebServices (XML);11/03/2023 07:30;RIO DE JANEIRO - BARRA DA TIJUCA;27/03/2023 10:00;RIO DE JANEIRO - BARRA DA TIJUCA;16.0;2.044,36;Upgrade;RAC_RJ_CAPITAL;RAC_RJ_CAPITAL
20242148;Eventual;Aberto;GCK2E56;MV1MYYM0DYBR;F;H;Portal Agência;11/03/2023 11:40;RIBEIRÃO PRETO CASTELO BRANCO;25/03/2023 14:40;RIBEIRÃO PRETO CASTELO BRANCO;14.0;1.418,57;Upgrade;RAC_MG;RAC_MG
20242274;Eventual;Aberto;SDS8D21;MV1TRYIQLPBR;HX;KE;Portal Empresa;11/03/2023 11:33;PIRACICABA;18/03/2023 10:00;PIRACICABA;7.0;5.291,53;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20243546;Eventual;Aberto;RUF1F72;MV1MPGHEO4BR;H;HW;Portal Empresa;11/03/2023 13:39;PALMAS AEROPORTO;26/03/2023 16:00;PALMAS AEROPORTO;15.0;4.130,28;Upgrade;RAC_CO;RAC_CO
20243859;Eventual;Aberto;RTN5D32;MV1JLX1FYIBR;HY;KX;Mobile;11/03/2023 14:25;SÃO PAULO - CONGONHAS AEROPORTO;26/03/2023 14:25;SÃO PAULO - CONGONHAS AEROPORTO;15.0;5.285,78;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20244537;Eventual;Aberto;ESR3H51;MV1MNJGW4OBR;SS;SY;Website Movida;13/03/2023 16:19;TERESINA AEROPORTO;27/03/2023 16:00;TERESINA AEROPORTO;14.0;2.517,27;Upgrade;RAC_NORTE;RAC_NORTE
20245813;Eventual;Aberto;GGU4J24;MV1JI4R71TBR;C;D;Portal Agência;12/03/2023 07:50;SALVADOR AEROPORTO;26/03/2023 07:00;SALVADOR AEROPORTO;14.0;2.151,61;Upgrade;RAC_BA_SE_AL;RAC_BA_SE_AL
20246595;Eventual;Aberto;RNS2B77;MV4H06MRUSIBR;BS;H;Mobile;12/03/2023 12:18;RIO DE JANEIRO - BANGU SHOPPING;24/03/2023 12:00;RIO DE JANEIRO - GALEÃO AEROPORTO;12.0;2.043,96;Upgrade;RAC_RJ_CAPITAL;RAC_ES_RJ_INTERIOR
20247285;Eventual;Aberto;RJQ7E23;MV1JLX2XLXBR;B;HX;Loja - Walk in;12/03/2023 14:10;SÃO PAULO - CONGONHAS AEROPORTO;27/03/2023 14:10;SÃO PAULO - CONGONHAS AEROPORTO;15.0;1.807,25;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
